,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,sqft_living15,sqft_lot15,year,month,day
7830,659000.0,4,2.5,3190,11375,1.0,0,0,5,8,2210,980,1946,0,0.09284332688588008,0.4644653529794663,2014,5,30
7831,540000.0,3,1.0,1050,4160,1.0,0,0,4,7,1050,0,1925,0,0.18568665377176014,0.1792413752293035,2014,6,4
7832,469000.0,3,2.0,1300,22605,1.0,0,0,3,7,1300,0,1998,0,0.3152804642166344,0.5659506479673354,2015,3,30
7834,575000.0,5,2.5,2990,7500,1.0,0,2,3,9,1800,1190,1972,0,0.42166344294003866,0.5449434877803421,2014,7,14
7835,725000.0,4,2.75,2440,7042,1.5,0,2,4,7,1640,800,1941,0,0.29980657640232106,0.42896029350849163,2014,7,31
7836,299950.0,4,1.0,1170,5400,1.0,0,0,5,6,1170,0,1953,0,0.09284332688588008,0.2810225457127641,2014,9,17
7838,342450.0,3,1.5,1280,5525,1.0,0,0,3,7,1280,0,1962,0,0.1373307543520309,0.2742765844132789,2014,11,18
7839,315000.0,4,2.5,1950,3225,2.0,0,0,3,7,1950,0,2002,0,0.26305609284332687,0.15231670513048112,2014,10,29
7840,328000.0,4,2.75,1930,3840,1.0,0,0,3,7,1170,760,1997,0,0.19148936170212766,0.1887093910882301,2014,12,22
7841,323000.0,4,2.75,1970,7213,1.0,0,0,3,8,1170,800,1977,0,0.26305609284332687,0.3783655837623528,2014,5,9
7842,320000.0,4,3.0,1820,3120,1.0,0,0,3,7,1000,820,1997,0,0.18955512572533845,0.2574116811645659,2014,10,22
7843,550000.0,2,1.0,950,4080,1.0,0,0,4,7,950,0,1924,0,0.09671179883945842,0.2029114148766199,2014,12,29
7844,1646000.0,6,3.5,4010,16200,1.0,0,0,3,8,2090,1920,1955,1990,0.5686653771760154,0.9201136161903072,2014,11,21
7845,1212500.0,4,3.5,4560,16643,1.0,0,3,3,12,2230,2330,1995,0,0.6653771760154739,0.8595774897922954,2014,5,20
7846,1200000.0,4,3.5,4560,16643,1.0,0,3,3,12,2230,2330,1995,0,0.6653771760154739,0.8595774897922954,2014,8,27
7847,120000.0,3,1.0,1150,8924,1.0,0,0,3,6,1150,0,1943,0,0.16866537717601543,0.4895555950056217,2015,1,21
7848,175000.0,3,1.0,1150,8924,1.0,0,0,3,6,1150,0,1943,0,0.16866537717601543,0.4895555950056217,2015,4,30
7849,169900.0,3,1.0,910,5800,1.5,0,0,4,5,910,0,1900,0,0.1508704061895551,0.3618557311083496,2014,9,16
7850,508000.0,6,2.75,2890,7500,1.0,0,0,4,8,1830,1060,1976,0,0.2437137330754352,0.40529025386117523,2014,8,11
7851,335000.0,2,1.0,1070,6678,1.0,0,0,4,7,1070,0,1951,0,0.2050290135396518,0.42233268240724303,2014,12,11
7852,613200.0,3,2.75,2050,3320,1.5,0,0,4,7,1580,470,1927,0,0.22050290135396516,0.2070536718149003,2014,9,10
7853,420000.0,2,1.5,1040,3500,1.5,0,0,4,6,1040,0,1904,0,0.13926499032882012,0.03325640570447956,2014,5,7
7854,1000000.0,4,3.25,3320,8587,3.0,0,0,3,11,2950,370,2008,0,0.23984526112185683,0.29688147227646605,2014,8,25
7855,342000.0,2,1.0,740,6180,1.0,0,0,3,6,740,0,1948,0,0.1373307543520309,0.23575359488727143,2014,6,17
7857,582000.0,2,1.75,1210,4141,1.0,0,0,4,7,910,300,1942,0,0.1334622823984526,0.20652109592283568,2014,12,18
7858,475000.0,3,2.5,2480,6031,2.0,0,0,3,8,2480,0,2001,0,0.23791102514506768,0.4173619740813066,2014,10,31
7859,570000.0,3,2.25,2010,6000,1.0,0,0,3,8,1330,680,1975,0,0.28239845261121854,0.45026332919107637,2014,5,5
7860,826600.0,4,3.25,3230,5000,1.5,0,0,4,7,1750,1480,1916,0,0.21470019342359764,0.19817740694715663,2015,3,24
7861,387000.0,2,2.5,1170,1394,2.0,0,0,3,8,1170,0,2001,0,0.12185686653771759,0.14705012130895317,2014,10,21
7862,330000.0,3,1.0,1250,9126,1.0,0,0,3,7,1250,0,1969,0,0.15860735009671179,0.5899165631102432,2014,5,21
7864,285000.0,2,1.0,1050,3088,1.0,0,0,3,7,1050,0,2005,0,0.24564796905222436,0.12551038522989527,2014,9,11
7865,217000.0,3,1.0,1400,7800,1.0,0,0,3,7,1400,0,1962,0,0.1508704061895551,0.42304278359666253,2014,8,14
7866,615000.0,3,1.0,1120,12500,1.0,0,0,4,7,1120,0,1977,0,0.3404255319148936,0.5532280016569028,2015,2,23
7867,580135.0,4,2.5,3150,5886,2.0,0,0,3,8,3150,0,2014,0,0.39264990328820115,0.3097816438842535,2014,6,3
7868,1150000.0,4,3.5,4540,19767,2.0,0,0,3,11,4200,340,1998,0,0.6518375241779497,0.7237114622166992,2014,7,30
7869,231200.0,3,2.0,1400,8821,1.0,0,0,3,7,1400,0,1991,0,0.16054158607350094,0.47754304988460855,2014,10,29
7870,680000.0,4,2.75,2500,4950,2.0,0,0,3,8,2500,0,2010,0,0.3636363636363636,0.2543937511095331,2014,6,16
7871,267500.0,3,1.5,1390,2153,2.0,0,0,3,7,1390,0,2001,0,0.09284332688588008,0.11633824486656015,2014,7,25
7873,435000.0,3,1.75,1310,8065,1.0,0,0,4,6,1310,0,1948,0,0.15473887814313342,0.44079531333214983,2014,6,19
7874,315000.0,2,1.0,1740,3622,1.0,0,0,4,7,950,790,1924,0,0.1257253384912959,0.18634238712349843,2014,6,10
7875,354901.0,3,2.5,1490,1709,3.0,0,0,3,8,1490,0,2004,0,0.1439071566731141,0.0626072548671519,2014,5,13
7876,439888.0,2,2.0,1300,6515,1.0,0,0,3,8,1300,0,2005,0,0.19729206963249513,0.3170601810758033,2014,10,14
7877,360000.0,4,1.0,1460,3840,1.5,0,0,3,8,1340,120,1928,0,0.07156673114119923,0.21001242677081483,2015,1,22
7878,205000.0,4,1.0,1030,6621,1.0,0,0,4,6,1030,0,1955,0,0.15473887814313342,0.3538670927273803,2014,12,31
7879,299995.0,3,2.5,1970,7500,2.0,0,0,3,8,1970,0,1988,0,0.25725338491295935,0.44789632522634476,2014,6,12
7880,150000.0,2,1.0,790,7275,1.0,0,0,4,6,790,0,1944,0,0.04448742746615088,0.39931356885022784,2014,9,23
7881,575000.0,3,2.25,3800,33825,1.0,0,0,4,10,3330,470,1976,0,0.5512572533849129,0.8185691461033198,2014,6,3
7882,625000.0,3,2.0,2168,12616,2.0,0,1,4,7,2168,0,1950,0,0.29941972920696325,0.5384342268773301,2015,5,5
7883,950000.0,4,3.5,4140,13392,2.0,0,0,3,11,4140,0,2000,0,0.6808510638297872,0.6437067282087698,2014,5,29
7884,278800.0,4,2.5,2440,7797,1.0,0,0,3,8,1560,880,1965,0,0.2843326885880077,0.44079531333214983,2015,2,10
7885,713500.0,3,2.0,1720,4200,2.0,0,0,3,8,1720,0,1908,1992,0.21276595744680848,0.21001242677081483,2014,11,10
7886,1900000.0,4,2.25,3020,11489,1.5,1,3,5,10,2110,910,1916,1988,0.632495164410058,0.6413397242440382,2015,3,25
7887,439000.0,5,2.0,2610,5009,1.0,0,0,3,7,1710,900,1988,0,0.18955512572533845,0.2597195100301793,2014,10,28
7888,425000.0,3,2.0,1500,8086,1.0,0,0,3,7,1060,440,1981,0,0.1798839458413926,0.43996686194449375,2014,9,26
7889,252500.0,4,2.5,2600,11280,1.5,0,0,3,7,1570,1030,1961,0,0.2011605415860735,0.6242381205988521,2014,8,25
7890,185000.0,3,1.5,1370,8470,1.0,0,0,4,7,1370,0,1961,0,0.21083172147001933,0.4822178827149535,2014,5,12
7891,406550.0,5,2.75,2400,15781,1.0,0,0,4,7,1200,1200,1974,0,0.34235976789168276,0.40529025386117523,2014,9,23
7892,243000.0,2,1.5,1068,1758,2.0,0,0,3,7,1068,0,1990,0,0.0885880077369439,0.039292265814545244,2014,6,30
7893,500000.0,3,1.5,2220,8994,1.0,0,0,4,8,1110,1110,1962,0,0.3094777562862669,0.493697851943902,2014,12,1
7894,204750.0,2,1.0,880,7575,1.0,0,0,4,7,880,0,1942,0,0.22823984526112184,0.40972838629504704,2015,5,13
7895,222000.0,3,1.5,1310,9273,1.0,0,0,4,7,1310,0,1968,0,0.21083172147001933,0.5295579620095864,2014,9,9
7897,367000.0,3,2.25,1400,1320,3.0,0,2,3,8,1400,0,2006,0,0.16827852998065762,0.04722172909639624,2014,10,21
7898,183000.0,3,1.0,1170,7320,1.0,0,0,3,7,1170,0,1962,0,0.27466150870406186,0.3946387360198828,2015,5,14
7899,300000.0,3,2.5,1020,1570,2.0,0,0,3,7,720,300,2004,0,0.1644100580270793,0.03538670927273803,2014,12,10
7900,369000.0,3,1.75,1300,3844,1.0,0,0,3,7,1300,0,1985,0,0.12959381044487428,0.18894609148470326,2014,8,19
7901,380000.0,3,2.0,2010,16736,2.0,0,0,4,6,2010,0,1929,0,0.24564796905222436,0.6406296230546187,2014,7,31
7902,463000.0,3,2.0,1590,5009,2.0,0,0,4,6,1590,0,1985,0,0.21470019342359764,0.33901414284868925,2015,2,3
7903,475000.0,3,1.0,1470,9750,1.0,0,0,3,7,1470,0,1963,0,0.13152804642166344,0.5384342268773301,2014,12,8
7904,225000.0,3,1.75,1580,14400,1.0,0,0,4,7,1580,0,1981,0,0.16634429400386846,0.5295579620095864,2015,3,24
7905,371000.0,3,1.75,1970,9512,1.0,0,0,3,8,1970,0,1968,0,0.3152804642166344,0.5871353334516836,2015,5,11
7906,625000.0,3,2.5,2330,3141,2.0,0,0,3,8,2330,0,2003,0,0.26305609284332687,0.2730339073317948,2014,8,27
7907,3200000.0,6,5.0,7100,18200,2.5,0,0,3,13,5240,1860,1933,2002,0.4854932301740812,0.3447541274631635,2014,9,23
7908,329000.0,3,1.75,1230,10725,1.0,0,0,3,7,1230,0,1980,0,0.12185686653771759,0.5632877685070123,2015,1,29
7909,634000.0,3,1.75,2570,13000,2.0,0,0,4,7,2570,0,1962,0,0.3771760154738878,0.46570803006095035,2015,2,10
7910,616000.0,4,2.5,3440,6915,2.0,0,0,3,10,3440,0,2006,0,0.49903288201160534,0.37067282087697495,2014,11,7
7912,435000.0,4,2.25,1780,2684,2.0,0,0,3,7,1780,0,2002,0,0.20309477756286265,0.10503580093496657,2015,3,19
7913,320000.0,4,2.5,2110,6295,2.0,0,0,3,8,2110,0,2000,0,0.4061895551257253,0.3349310610095272,2015,4,15
7914,820000.0,4,3.5,2770,8049,2.0,0,0,3,9,2770,0,2002,0,0.5396518375241779,0.4021539736079058,2015,1,14
7915,310000.0,3,2.5,1590,3359,2.0,0,0,3,7,1590,0,2000,0,0.23210831721470015,0.16166637079117108,2014,8,22
7916,443750.0,3,2.25,1460,968,2.0,0,0,3,7,1140,320,2003,0,0.1624758220502901,0.05207408722409611,2014,12,2
7917,795000.0,4,2.25,2070,13084,1.0,0,0,4,8,1700,370,1967,0,0.36750483558994196,0.5638795194981953,2014,6,5
7918,475000.0,3,2.5,2420,36862,1.0,0,0,4,8,1530,890,1957,0,0.20309477756286265,0.49677495709805314,2014,11,4
7919,585000.0,5,1.75,2000,3750,2.0,0,0,4,7,2000,0,1921,0,0.17408123791102514,0.1833836321675839,2014,5,15
7920,315000.0,2,1.0,1010,7338,2.0,0,0,4,7,1010,0,1981,0,0.11605415860735009,0.41824960056808097,2014,7,29
7921,635000.0,4,2.5,3050,7238,2.0,0,0,3,8,3050,0,1989,0,0.37911025145067695,0.38919462690100004,2014,9,17
7922,305000.0,3,1.0,1160,11776,1.0,0,0,3,7,1160,0,1968,0,0.10444874274661507,0.5561867566128174,2014,5,28
7923,785000.0,3,2.0,2180,5440,1.0,0,0,5,7,1100,1080,1904,0,0.1644100580270793,0.20462749275105035,2014,5,16
7924,525000.0,3,1.75,1560,6000,1.0,0,0,3,6,780,780,1944,0,0.18181818181818182,0.06408663234510918,2014,10,24
7925,537000.0,4,1.75,1580,3635,1.0,0,0,4,7,790,790,1910,0,0.1102514506769826,0.1767560210663353,2015,1,20
7926,279950.0,3,1.75,1660,8303,1.0,0,0,3,7,1380,280,1974,0,0.21663442940038685,0.45381383513817386,2015,2,17
7927,659000.0,4,2.0,2350,9329,2.0,0,0,3,8,2350,0,1977,0,0.19729206963249513,0.5179004674832831,2014,12,8
7928,203000.0,2,1.0,1440,6650,1.0,0,0,3,7,970,470,1980,0,0.18955512572533845,0.3666489141369312,2014,8,21
7929,782500.0,4,2.5,2930,7806,2.0,0,0,3,9,2930,0,2005,0,0.3829787234042553,0.3195455352387715,2014,9,9
7930,250000.0,3,1.75,1590,7560,1.0,0,0,3,7,1130,460,1984,0,0.17021276595744678,0.40884075980827267,2014,6,10
7931,279000.0,3,1.0,1400,9450,1.0,0,0,4,7,1060,340,1955,0,0.1508704061895551,0.44126871412509616,2014,8,5
7932,664000.0,6,2.5,3190,12196,2.0,0,0,4,8,3190,0,1979,0,0.41972920696324945,0.7347772057518197,2014,11,25
7933,2900000.0,4,3.25,4580,4838,2.0,0,3,4,11,3080,1500,1991,0,0.5647969052224371,0.3451091780578732,2014,9,17
7934,378500.0,4,2.0,1830,6000,1.0,0,0,5,7,1070,760,1953,0,0.23404255319148937,0.2869400556245932,2015,3,30
7936,520000.0,2,1.0,1360,22508,1.0,0,0,3,7,1360,0,1932,0,0.4274661508704062,0.7070832593644595,2014,7,16
7937,369950.0,3,2.0,1520,4000,1.0,0,0,5,6,800,720,1943,0,0.15667311411992263,0.19817740694715663,2015,5,4
7939,360000.0,3,2.5,2150,14092,2.0,0,0,3,8,2150,0,1991,0,0.3442940038684719,0.5945913959405883,2015,5,4
7940,760000.0,3,1.5,1170,7645,1.0,0,0,4,7,1170,0,1955,0,0.241779497098646,0.415823421504231,2014,8,5
7941,450000.0,3,1.75,1830,5488,1.0,0,2,4,7,1010,820,1939,0,0.11218568665377175,0.2862299544351737,2014,9,16
7942,612500.0,4,2.5,2730,12261,2.0,0,0,3,9,2730,0,1991,0,0.4081237911025145,0.6048286880880526,2014,5,2
7943,280000.0,3,1.0,1090,10710,1.0,0,0,4,7,1090,0,1962,0,0.0909090909090909,0.5792650452689508,2014,7,1
7944,750000.0,3,2.5,2560,9182,2.0,0,0,3,9,2560,0,1993,0,0.42166344294003866,0.48127108112906086,2015,4,14
7945,237000.0,3,1.0,1160,6132,1.0,0,0,4,7,1160,0,1958,0,0.12765957446808512,0.3243387182673531,2014,7,15
7946,441500.0,2,1.75,1010,4000,1.5,0,0,5,7,1010,0,1919,0,0.1644100580270793,0.19817740694715663,2014,10,14
7947,251000.0,3,2.0,1650,7930,1.0,0,0,4,7,1650,0,1989,0,0.17214700193423593,0.4307355464820403,2015,1,26
7948,200000.0,3,1.0,2120,31564,1.0,0,0,3,7,1220,900,1942,0,0.2263056092843327,0.646192082371738,2014,12,29
7949,332000.0,1,1.0,960,2640,1.0,0,0,3,7,760,200,1908,0,0.19342359767891681,0.18391620805964848,2014,6,16
7950,401500.0,3,2.5,1509,1114,3.0,0,0,3,8,1509,0,2014,0,0.17195357833655706,0.10533167643055803,2014,8,26
7951,585000.0,4,1.75,2270,27122,1.0,0,0,5,8,1300,970,1957,0,0.3404255319148936,0.6610450322504291,2014,9,26
7952,340000.0,4,2.5,1954,4805,2.0,0,0,3,8,1954,0,2005,0,0.211605415860735,0.15432865850050298,2014,7,2
7953,920000.0,3,3.5,2800,7694,1.0,0,0,3,9,2800,0,2005,0,0.3481624758220503,0.4167702230901237,2015,1,12
7954,153000.0,3,1.0,1270,6405,1.5,0,0,3,6,1270,0,1944,0,0.09477756286266924,0.34049352032664654,2014,6,13
7955,299950.0,4,2.25,1810,7601,1.0,0,0,3,7,1080,730,1986,0,0.18375241779497098,0.4112669388721226,2015,1,5
7956,440000.0,4,2.5,2410,7517,2.0,0,0,3,8,2410,0,1983,0,0.3481624758220503,0.44049943783655837,2015,5,12
7957,293000.0,3,2.5,1690,17383,2.0,0,0,3,7,1690,0,2003,0,0.3849129593810444,0.43481862832120244,2014,9,15
7958,203000.0,3,1.75,1190,6000,1.0,0,0,3,7,1190,0,1952,2015,0.11218568665377175,0.3165276051837387,2015,3,29
7959,193000.0,2,1.75,1280,6774,1.0,0,0,3,7,1280,0,1991,0,0.16054158607350094,0.42363453458784545,2015,3,20
7960,305000.0,3,1.75,1460,7862,1.0,0,0,3,7,1460,0,1965,0,0.3056092843326886,0.511391206580271,2015,3,16
7961,495000.0,4,1.75,1600,6380,1.0,0,0,3,8,1130,470,1959,0,0.0909090909090909,0.33901414284868925,2014,5,2
7962,420000.0,3,1.75,1770,6000,1.0,0,0,3,7,1130,640,1952,0,0.2475822050290135,0.3875377241256879,2014,9,2
7963,569500.0,4,2.5,2800,8190,1.0,0,0,3,8,1700,1100,1971,0,0.35589941972920697,0.4446416947748387,2014,9,5
7964,620000.0,4,2.5,2680,9185,2.0,0,0,3,9,2680,0,1989,0,0.42359767891682787,0.4647612284750577,2014,5,15
7965,466000.0,3,1.75,1680,9460,1.0,0,0,4,7,1680,0,1959,0,0.20696324951644096,0.5205633469436062,2014,12,11
7966,355500.0,3,1.0,1120,10032,1.0,0,0,3,7,1120,0,1962,0,0.11411992263056094,0.548375643529203,2015,3,24
7967,687500.0,2,1.0,1040,7200,1.0,0,0,4,6,1040,0,1955,0,0.19729206963249513,0.3875377241256879,2015,5,8
7968,432100.0,3,2.25,1790,2240,2.0,0,0,4,8,1790,0,1975,0,0.22437137330754348,0.11296526421681756,2015,4,11
7969,500000.0,3,2.5,2410,34848,1.5,0,0,3,8,2410,0,1976,0,0.3481624758220503,0.9333688383928044,2014,7,21
7970,690000.0,5,3.25,3370,7313,2.0,0,0,4,8,2140,1230,1988,0,0.4584139264990329,0.4233978341913723,2014,10,10
7971,350000.0,2,1.0,800,5150,1.0,0,0,4,6,800,0,1949,0,0.12765957446808512,0.2662287709331913,2015,1,2
7972,268000.0,2,1.0,1380,5000,1.0,0,0,3,7,870,510,1943,0,0.16054158607350094,0.25735250606544763,2014,6,10
7973,120000.0,2,1.0,990,39964,1.0,0,0,2,4,990,0,1945,0,0.18181818181818182,0.4934611515474288,2014,6,19
7974,285000.0,4,2.5,1800,9229,2.0,0,0,3,7,1800,0,1994,0,0.2611218568665377,0.5077223504349371,2015,2,18
7975,365000.0,4,1.5,1820,12327,1.0,0,0,4,7,1380,440,1955,0,0.16054158607350094,0.5092017279128943,2014,10,8
7976,635000.0,3,2.5,2620,6842,2.0,0,0,3,7,2620,0,2002,0,0.32108317214700194,0.24551748624178943,2015,4,8
7977,630000.0,2,2.5,2290,3507,2.0,0,0,3,9,2290,0,2005,0,0.3230174081237911,0.1768743712645719,2014,7,8
7978,450000.0,4,3.0,2200,4466,2.0,0,0,3,7,2200,0,1968,0,0.22437137330754348,0.09462098349014735,2015,3,5
7979,590000.0,4,2.5,2940,12600,1.0,0,0,4,8,1850,1090,1974,0,0.2727272727272727,0.6579679270962779,2015,3,4
7980,895000.0,2,1.75,1700,3618,1.0,0,1,3,8,1260,440,1950,0,0.3056092843326886,0.25735250606544763,2014,9,9
7981,160000.0,3,1.0,860,11900,1.0,0,0,4,6,860,0,1963,0,0.2011605415860735,0.567903426238239,2014,5,14
7982,520000.0,2,1.0,910,5000,1.0,0,0,3,7,910,0,1924,0,0.08317214700193425,0.25735250606544763,2014,9,30
7983,432000.0,4,3.25,2820,13059,2.0,0,0,4,8,2820,0,1976,0,0.33655705996131524,0.47038286289129533,2014,8,6
7984,141800.0,2,1.0,930,4743,1.0,0,0,4,5,930,0,1942,0,0.05996131528046421,0.2442748091603053,2014,5,19
7985,980000.0,4,2.0,2190,4560,2.5,0,0,5,8,2190,0,1910,0,0.3036750483558994,0.23131546245339962,2014,7,14
7986,1290000.0,4,2.5,3430,7200,2.0,0,0,3,9,3430,0,2014,0,0.1760154738878143,0.42304278359666253,2015,4,16
7987,740000.0,4,2.75,2560,6900,1.0,0,0,3,8,1480,1080,1959,0,0.3829787234042553,0.3875377241256879,2014,11,17
7988,230000.0,2,1.0,770,6450,1.0,0,0,4,6,770,0,1948,0,0.030947775628626703,0.320255636428191,2014,10,10
7990,954500.0,3,2.25,2440,9689,1.0,0,2,4,8,1830,610,1974,0,0.4081237911025145,0.5348245458311143,2015,4,8
7991,622000.0,3,1.5,1650,3150,1.5,0,0,4,8,1650,0,1929,0,0.19922630560928434,0.22776495650630213,2015,3,16
7992,90000.0,1,1.0,780,4000,1.0,0,0,3,5,780,0,1905,0,0.10251450676982592,0.19817740694715663,2015,3,3
7993,342000.0,3,3.0,1260,1634,3.0,0,0,3,8,1260,0,1998,0,0.12379110251450677,0.02864074797325286,2014,10,29
7994,305000.0,4,2.5,2320,4683,2.0,0,0,3,7,2320,0,2007,0,0.31141199226305605,0.3017338304041659,2014,7,29
7995,259900.0,4,2.75,1560,8820,1.0,0,3,3,7,1060,500,1979,0,0.29400386847195353,0.42304278359666253,2014,8,20
7996,420000.0,3,2.0,2330,6346,1.5,0,0,3,6,1600,730,1934,2014,0.1470019342359768,0.45854784306763713,2014,8,27
7997,250000.0,2,1.0,1400,19570,1.5,0,0,3,6,1100,300,1929,0,0.3152804642166344,0.3461151547428842,2015,3,4
7998,249950.0,3,1.5,1450,6875,1.0,0,0,4,7,1450,0,1961,0,0.1257253384912959,0.43487780342032073,2015,3,23
7999,199000.0,2,1.0,1140,15120,1.0,0,0,4,6,990,150,1932,0,0.32882011605415856,0.6271968755547666,2015,2,17
8000,355200.0,3,1.0,1120,7320,1.0,0,0,4,7,1120,0,1954,0,0.15280464216634426,0.33593703769453814,2015,4,7
8001,425000.0,3,1.5,1970,13709,1.0,0,0,4,7,1680,290,1955,0,0.3056092843326886,0.9399964494940529,2014,9,9
8002,379500.0,3,1.0,1110,7128,1.0,0,0,3,7,1110,0,1980,0,0.17214700193423593,0.3820344399076868,2014,11,12
8003,860000.0,4,2.5,3070,6923,2.0,0,0,3,9,3070,0,2009,0,0.3036750483558994,0.5069530741463992,2014,8,19
8004,335000.0,3,2.5,1940,4927,2.0,0,0,3,8,1940,0,2004,0,0.2804642166344294,0.2509615953606722,2014,5,12
8005,865000.0,3,2.5,3050,12558,2.0,0,0,3,10,3050,0,1997,0,0.5653771760154739,0.7045979052014912,2014,11,5
8006,390000.0,3,1.0,1240,3600,1.5,0,0,3,7,1240,0,1902,0,0.2050290135396518,0.17450736729984023,2015,4,8
8007,569950.0,5,4.25,3380,7805,2.0,0,0,3,8,3380,0,2014,0,0.41972920696324945,0.423338659092254,2014,9,9
8008,495500.0,3,2.5,3190,7828,2.0,0,0,3,9,3190,0,2006,0,0.4545454545454545,0.42469968637197464,2015,2,5
8009,476500.0,4,1.75,1670,10200,1.0,0,0,3,7,1390,280,1953,0,0.21276595744680848,0.36741819042546897,2014,12,11
8010,261000.0,3,1.0,1660,11200,1.0,0,0,3,7,1660,0,1957,0,0.1470019342359768,0.6050062133854075,2014,8,12
8011,375000.0,4,2.0,2070,9822,1.0,0,0,5,7,2070,0,1955,0,0.13152804642166344,0.5279010592342742,2014,8,22
8012,550000.0,4,2.0,2070,9822,1.0,0,0,5,7,2070,0,1955,0,0.13152804642166344,0.5279010592342742,2015,4,22
8013,230000.0,2,1.0,1430,4000,1.0,0,0,3,7,930,500,1949,0,0.09477756286266924,0.19817740694715663,2014,7,23
8014,526750.0,5,2.5,2270,10700,1.0,0,0,4,8,1570,700,1963,0,0.27079303675048355,0.5668382744541097,2015,2,4
8015,606000.0,3,2.0,1980,7680,1.5,0,0,4,6,1070,910,1911,0,0.1373307543520309,0.47653707319959765,2015,3,4
8017,275000.0,3,1.0,1230,171190,1.0,0,0,3,7,1230,0,1973,0,0.1798839458413926,0.8757322918515889,2014,9,29
8018,342000.0,4,1.0,1390,9023,1.5,0,0,3,7,1390,0,1955,0,0.22050290135396516,0.4954139298183325,2015,4,22
8019,278100.0,4,1.75,2120,8520,1.0,0,0,3,7,1600,520,1978,0,0.2978723404255319,0.45854784306763713,2015,3,27
8020,450000.0,4,2.75,1540,4840,1.0,0,2,4,7,850,690,1929,0,0.10831721470019341,0.2478844902065211,2014,10,28
8021,349950.0,4,2.5,2000,5006,2.0,0,0,3,7,2000,0,2005,0,0.3462282398452611,0.2507840700633173,2014,8,25
8022,425000.0,4,2.5,2400,6053,2.0,0,0,3,8,2400,0,2001,0,0.35589941972920697,0.3472394816261317,2015,4,10
8023,435000.0,4,2.75,2110,8751,1.0,0,0,3,7,1510,600,1962,0,0.2011605415860735,0.5706846558967986,2014,6,26
8025,323000.0,4,1.75,1440,8114,1.0,0,0,4,7,1440,0,1963,0,0.2553191489361702,0.3880111249186342,2014,12,22
8026,325000.0,2,1.0,810,6827,1.0,0,0,3,6,810,0,1944,0,0.07156673114119923,0.36546541215456535,2015,4,30
8027,480000.0,2,1.75,1170,4635,1.0,0,0,4,6,690,480,1924,0,0.11992263056092843,0.20527841884135156,2014,8,13
8028,1325000.0,3,2.5,3590,8400,1.0,0,0,3,9,2950,640,1958,2007,0.19342359767891681,0.42748091603053434,2015,4,30
8029,210000.0,4,1.75,2090,6485,1.0,0,0,3,7,1280,810,1956,0,0.3036750483558994,0.5295579620095864,2015,4,27
8030,920000.0,5,4.5,3820,5750,2.0,0,3,3,9,2830,990,2000,0,0.218568665377176,0.3017338304041659,2015,4,1
8031,399000.0,3,1.0,1460,8290,1.0,0,0,3,8,1460,0,1959,0,0.1644100580270793,0.4520385821646251,2014,12,2
8032,631750.0,3,1.75,2360,4063,1.0,0,0,5,7,1180,1180,1940,0,0.2011605415860735,0.201905438191609,2014,8,18
8033,184000.0,3,1.0,1100,8680,1.0,0,0,3,6,1100,0,1962,0,0.09284332688588008,0.5070714243446358,2015,3,26
8034,333000.0,4,2.5,2100,7208,2.0,0,0,3,8,2100,0,1974,0,0.27852998065764023,0.4041067518788094,2015,4,16
8035,218000.0,2,2.0,1310,2841,2.0,0,0,3,6,1310,0,2004,0,0.14313346228239843,0.11237351322563464,2014,6,20
8036,258305.0,2,1.5,750,2964,1.0,0,0,5,5,750,0,1919,0,0.14119922630560927,0.14432806674951182,2015,2,24
8037,775000.0,5,1.5,1720,5000,1.5,0,0,3,8,1720,0,1915,0,0.21276595744680848,0.25735250606544763,2014,7,15
8038,515000.0,3,2.5,3370,19585,2.0,0,0,3,7,3200,170,1951,0,0.21470019342359764,0.5194981951594769,2014,6,11
8039,455000.0,2,1.5,1200,1259,2.0,0,0,3,8,1000,200,2015,0,0.13539651837524175,0.07106929404106752,2014,6,24
8040,440000.0,3,2.5,1830,6807,2.5,0,0,5,7,1830,0,1954,0,0.13926499032882012,0.3642819101721995,2015,2,18
8041,1440000.0,3,3.5,3870,3819,2.0,0,0,3,11,2760,1110,2002,0,0.3694390715667311,0.2869400556245932,2014,6,19
8042,850000.0,3,2.25,2220,3707,2.0,0,0,4,8,1620,600,1919,0,0.2727272727272727,0.248476241197704,2014,7,14
8043,480000.0,3,1.75,2920,21375,1.0,0,0,3,8,1850,1070,1961,0,0.17794970986460346,0.46340020119533704,2015,5,1
8045,408000.0,3,1.75,1970,7100,1.0,0,0,3,7,1590,380,1976,0,0.2263056092843327,0.4026273744008521,2014,9,12
8046,278000.0,5,1.75,2170,9752,1.0,0,0,3,7,1100,1070,1962,0,0.230174081237911,0.5892656370199421,2014,8,20
8047,1195000.0,3,3.0,2350,1620,2.0,0,0,3,9,1560,790,2001,0,0.2669245647969052,0.2206639446121072,2015,1,22
8050,499000.0,4,2.25,2440,5000,2.0,0,0,3,7,2440,0,2007,0,0.3520309477756286,0.2698976270785253,2015,5,5
8051,590000.0,5,3.0,3480,6625,2.0,0,0,3,8,3480,0,2012,0,0.42166344294003866,0.5177229421859282,2015,2,18
